type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,temp_diff,power,rpm_torque_ratio,machine_failure,TWF,HDF,PWF,OSF,RNF
L,300.0,310.2,1373,20.9,168,10.2,3008.5,65.62,1,0,0,1,0,0
M,301.3,311.2,1276,66.2,130,9.93,8839.5,19.29,0,0,0,0,0,0
M,294.9,305.6,1710,40.3,138,10.73,7221.0,42.41,0,0,0,0,0,0
L,297.2,307.3,1226,27.8,222,10.09,3572.8,44.06,0,0,0,0,0,0
M,300.8,311.0,1366,41.3,241,10.2,5907.0,33.08,1,1,0,0,0,0
L,295.9,305.5,1236,54.9,91,9.62,7112.2,22.49,0,0,0,0,0,0
H,298.9,307.9,1501,27.1,82,8.95,4265.0,55.32,0,0,0,0,0,0
L,299.9,310.0,1793,25.1,75,10.15,4703.8,71.57,0,0,0,0,0,0
M,298.3,309.6,1574,38.8,192,11.21,6398.6,40.55,0,0,0,0,0,0
L,298.6,309.1,1703,39.7,180,10.44,7075.2,42.93,0,0,0,0,0,0
H,300.5,309.7,1429,47.1,10,9.18,7047.4,30.34,0,0,0,0,0,0
L,302.0,312.8,1519,54.8,22,10.81,8709.5,27.74,0,0,0,0,0,0
H,298.1,307.7,1254,47.8,161,9.66,6277.0,26.23,0,0,0,0,0,0
H,298.8,309.6,1480,26.1,68,10.71,4048.7,56.65,0,0,0,0,0,0
L,298.5,308.2,1350,29.3,22,9.63,4140.7,46.09,0,0,0,0,0,0
M,295.2,305.5,1467,32.0,103,10.35,4918.6,45.82,0,0,0,0,0,0
H,300.3,309.8,1454,47.8,219,9.48,7274.6,30.43,1,1,0,0,0,0
L,301.9,311.4,1437,46.1,91,9.51,6932.3,31.19,0,0,0,0,0,0
L,302.0,310.5,1921,52.6,173,8.43,10584.5,36.51,1,0,0,1,0,0
L,298.3,308.8,1853,45.6,225,10.51,8844.8,40.65,1,1,0,0,0,0
L,297.5,307.9,1783,33.7,42,10.37,6297.0,52.87,0,0,0,0,0,0
L,300.0,310.5,1859,38.0,152,10.43,7403.8,48.88,0,0,0,0,0,0
L,301.7,311.9,1783,25.4,226,10.28,4739.9,70.24,0,0,0,0,0,0
L,300.3,309.5,1495,46.3,48,9.24,7245.6,32.3,0,0,0,0,0,0
L,300.6,311.5,1475,33.7,247,10.97,5211.4,43.72,1,1,0,0,0,0
L,302.3,313.3,1547,52.2,91,10.99,8463.4,29.61,0,0,0,0,0,0
M,298.5,307.7,1457,46.0,54,9.21,7019.0,31.67,0,0,0,0,0,0
M,299.6,310.1,1291,59.4,209,10.53,8027.8,21.74,1,1,0,0,1,0
L,303.3,314.1,1559,44.2,116,10.87,7215.7,35.27,0,0,0,0,0,0
M,299.6,309.1,1186,44.0,167,9.53,5466.0,26.95,0,0,0,0,0,0
M,297.5,307.2,1527,38.2,122,9.7,6104.4,40.0,0,0,0,0,0,0
H,298.7,309.2,1301,36.2,160,10.53,4925.7,35.98,0,0,0,0,0,0
L,298.1,306.6,1483,37.4,8,8.49,5810.3,39.64,0,0,0,0,0,0
L,300.7,309.6,1538,50.0,87,8.91,8051.6,30.77,0,0,0,0,0,0
H,298.2,307.2,1429,26.5,164,9.01,3967.7,53.9,0,0,0,0,0,0
H,300.5,308.7,1171,40.6,87,8.2,4982.7,28.82,1,0,1,0,0,0
M,298.5,309.6,1262,23.3,193,11.08,3084.1,54.08,1,0,0,1,0,0
M,295.8,303.8,1591,43.7,240,8.01,7285.8,36.38,1,1,0,0,0,0
L,300.6,311.0,1388,35.4,9,10.34,5147.6,39.19,0,0,0,0,0,0
L,300.3,311.1,1612,45.0,213,10.81,7602.5,35.79,1,1,0,0,0,0
L,301.0,310.7,1501,32.6,42,9.71,5120.3,46.08,0,0,0,0,0,0
L,298.7,308.0,1460,37.4,229,9.33,5722.7,39.01,0,0,0,0,0,0
M,298.4,308.7,1569,46.3,236,10.23,7611.2,33.87,1,1,0,0,0,0
L,300.8,310.8,1365,41.3,142,10.0,5897.6,33.08,0,0,0,0,0,0
L,303.0,314.0,1580,55.4,119,11.0,9171.0,28.51,1,0,0,1,0,0
H,300.0,307.4,1416,35.2,189,7.37,5217.3,40.24,0,0,0,0,0,0
L,300.8,309.9,2007,34.3,229,9.08,7213.1,58.48,1,1,0,0,0,0
H,299.4,309.9,1273,52.4,58,10.56,6981.1,24.31,0,0,0,0,0,0
H,296.9,307.0,1428,36.3,95,10.05,5432.5,39.31,0,0,0,0,0,0
L,301.9,312.7,1436,35.9,104,10.75,5393.7,40.04,0,0,0,0,0,0
L,301.8,312.1,1229,43.8,211,10.26,5641.1,28.04,0,0,0,0,0,0
L,301.4,311.3,1645,38.4,34,9.87,6608.3,42.88,0,0,0,0,0,0
L,299.6,309.3,1414,36.9,155,9.7,5461.6,38.34,0,0,0,0,0,0
L,301.2,313.5,1024,33.1,87,12.33,3546.2,30.96,0,0,0,0,0,0
L,301.8,313.3,1639,53.6,221,11.53,9203.7,30.57,1,1,0,1,1,0
H,303.2,313.7,1372,38.5,84,10.5,5530.6,35.64,0,0,0,0,0,0
L,302.0,312.1,1479,34.4,244,10.08,5324.6,43.02,1,1,0,0,0,0
M,300.1,310.7,1635,37.0,3,10.54,6340.4,44.15,0,0,0,0,0,0
L,297.4,308.2,1427,43.5,59,10.83,6507.8,32.77,0,0,0,0,0,0
L,300.3,310.7,1425,54.6,114,10.42,8149.6,26.09,0,0,0,0,0,0
H,300.5,309.8,1992,38.3,64,9.25,7991.3,52.0,0,0,0,0,0,0
L,301.4,313.2,1069,31.4,184,11.78,3512.0,34.07,0,0,0,0,0,0
L,302.7,313.0,1242,59.2,203,10.25,7698.2,20.98,1,1,0,0,1,0
M,299.8,311.8,1281,41.4,174,12.01,5547.7,30.98,0,0,0,0,0,0
M,304.2,314.4,1857,38.9,242,10.19,7572.6,47.69,1,1,0,0,0,0
M,296.5,306.2,1371,40.7,114,9.75,5846.0,33.67,0,0,0,0,0,0
L,300.8,312.2,1548,27.5,244,11.38,4465.3,56.2,1,1,0,0,0,0
L,298.4,308.7,1405,39.5,31,10.3,5818.4,35.53,0,0,0,0,0,0
H,296.2,306.3,1620,47.6,211,10.13,8074.5,34.04,1,1,0,0,0,0
H,299.6,308.4,1497,52.2,9,8.8,8183.3,28.68,0,0,0,0,0,0
L,297.1,307.7,1550,36.4,132,10.66,5911.2,42.56,0,0,0,0,0,0
M,299.7,309.2,1757,41.9,121,9.51,7705.5,41.95,0,0,0,0,0,0
L,300.1,309.6,1588,52.4,214,9.55,8710.5,30.32,1,0,0,0,1,0
L,302.2,311.7,1352,40.4,175,9.51,5716.4,33.49,0,0,0,0,0,0
L,297.0,307.4,1562,47.2,110,10.44,7719.8,33.1,0,0,0,0,0,0
L,301.8,310.3,1983,44.2,223,8.46,9187.5,44.82,1,0,0,1,0,0
L,300.2,310.0,1612,33.4,221,9.79,5631.0,48.33,0,0,0,0,0,0
L,302.1,313.0,1530,30.8,6,10.98,4941.0,49.61,0,0,0,0,0,0
L,299.1,307.9,1225,50.6,217,8.75,6490.2,24.21,0,0,0,0,0,0
M,297.3,307.5,1644,13.3,131,10.17,2281.7,124.04,1,0,0,1,0,0
M,297.6,306.9,1674,33.3,209,9.37,5839.9,50.25,0,0,0,0,0,0
M,297.4,307.0,1562,26.0,45,9.6,4260.6,59.97,0,0,0,0,0,0
H,301.0,312.6,1522,50.6,37,11.66,8066.1,30.07,0,0,0,0,0,0
L,303.0,311.3,2066,53.6,180,8.35,11606.8,38.51,1,0,0,1,0,0
L,298.9,309.6,1671,32.8,68,10.77,5732.0,51.01,0,0,0,0,0,0
M,301.3,310.8,1748,67.6,139,9.52,12383.2,25.84,1,0,0,1,0,0
L,297.0,306.4,1513,53.8,172,9.47,8519.7,28.14,0,0,0,0,0,0
L,300.4,309.2,1473,42.0,152,8.89,6474.2,35.1,0,0,0,0,0,0
L,301.3,312.1,1626,55.0,174,10.75,9365.1,29.56,1,0,0,1,0,0
M,297.1,306.9,1473,33.6,155,9.81,5180.2,43.86,0,0,0,0,0,0
L,299.6,309.3,1489,37.2,94,9.68,5805.8,39.99,0,0,0,0,0,0
M,301.4,311.5,1592,44.6,22,10.11,7440.8,35.67,0,0,0,0,0,0
L,294.1,304.0,1397,33.1,213,9.83,4839.3,42.23,1,1,0,0,0,0
M,302.7,310.7,1544,27.2,211,8.0,4390.9,56.85,0,0,0,0,0,0
M,300.7,310.2,1516,30.6,1,9.51,4861.1,49.51,0,0,0,0,0,0
M,301.4,312.3,1693,38.0,210,10.9,6742.9,44.51,0,0,0,0,0,0
L,299.2,307.7,1377,44.7,37,8.49,6444.7,30.81,1,0,1,0,0,0
L,296.6,305.5,1100,36.6,83,8.91,4218.4,30.04,0,0,0,0,0,0
M,301.1,310.6,1437,23.6,103,9.57,3551.6,60.89,0,0,0,0,0,0
L,299.8,309.1,1579,44.7,169,9.27,7391.8,35.32,0,0,0,0,0,0
L,300.1,310.0,1692,52.7,23,9.97,9343.7,32.09,1,0,0,1,0,0
L,302.2,311.1,1361,33.4,206,8.91,4760.4,40.75,0,0,0,0,0,0
H,301.5,311.1,1608,56.6,235,9.61,9535.5,28.4,1,0,0,1,1,0
L,303.8,313.8,1727,48.7,238,9.95,8805.4,35.47,1,1,0,0,1,0
M,300.3,311.0,1650,29.5,22,10.65,5090.0,56.01,0,0,0,0,0,0
L,298.6,309.9,1341,33.5,229,11.24,4707.3,40.0,1,1,0,0,0,0
L,299.6,309.4,1363,36.9,141,9.74,5262.6,36.97,0,0,0,0,0,0
M,300.8,312.7,1587,38.1,181,11.89,6339.7,41.6,0,0,0,0,0,0
L,302.0,311.8,1825,15.6,232,9.82,2984.5,116.87,1,1,0,1,0,0
L,297.1,307.9,1502,32.5,165,10.83,5106.9,46.26,0,0,0,0,0,0
M,300.0,311.9,1466,34.5,114,11.93,5290.8,42.54,0,0,0,0,0,0
M,303.2,313.4,1226,58.9,131,10.14,7562.7,20.81,0,0,0,0,0,0
L,299.5,308.1,1427,42.3,171,8.63,6316.5,33.76,0,0,0,0,0,0
M,301.9,312.0,1356,32.0,236,10.09,4546.8,42.35,1,1,0,0,0,0
M,301.0,310.4,1505,35.6,222,9.39,5613.0,42.26,0,0,0,0,0,0
M,301.9,311.6,1197,44.3,144,9.73,5546.8,27.05,0,0,0,0,0,0
L,298.4,310.4,1434,36.2,52,11.98,5439.2,39.59,0,0,0,0,0,0
L,298.4,307.2,1298,34.1,86,8.78,4641.4,38.01,0,0,0,0,0,0
H,300.0,310.3,1688,34.5,90,10.3,6092.8,48.97,0,0,0,0,0,0
M,296.9,306.1,1328,44.8,72,9.12,6229.9,29.64,0,0,0,0,0,0
L,299.5,309.2,1385,26.2,186,9.69,3797.5,52.9,0,0,0,0,0,0
L,300.5,311.3,1556,29.1,208,10.74,4746.7,53.41,0,0,0,0,0,0
L,303.6,313.9,1409,30.7,79,10.32,4533.3,45.86,0,0,0,0,0,0
L,300.8,310.6,1971,29.0,211,9.77,5977.2,68.06,1,1,0,0,0,0
L,301.3,310.6,1686,31.8,183,9.35,5608.1,53.08,0,0,0,0,0,0
L,302.3,312.6,1503,49.0,110,10.32,7707.4,30.69,0,0,0,0,0,0
M,298.1,309.8,1573,50.4,174,11.71,8296.1,31.23,0,0,0,0,0,0
L,299.7,308.8,1028,42.7,192,9.1,4598.6,24.07,0,0,0,0,0,0
M,304.9,316.8,1746,42.1,140,11.91,7706.4,41.43,0,0,0,0,0,0
L,299.8,311.0,1602,33.3,110,11.2,5586.5,48.11,0,0,0,0,0,0
L,302.2,313.6,1485,19.2,25,11.37,2984.1,77.39,1,0,0,1,0,0
L,301.9,312.2,1613,41.4,0,10.31,6999.5,38.93,0,0,0,0,0,0
L,297.0,308.2,1637,43.0,234,11.17,7367.4,38.09,1,1,0,0,0,0
M,300.6,309.6,1416,33.3,66,8.99,4932.4,42.57,0,0,0,0,0,0
M,300.3,309.6,1576,29.2,165,9.33,4825.6,53.9,0,0,0,0,0,0
L,300.7,311.4,1709,27.3,235,10.77,4879.7,62.68,1,1,0,0,0,0
L,298.5,308.8,1590,41.7,204,10.3,6939.3,38.15,0,0,0,0,0,0
L,297.8,307.6,1449,40.8,30,9.85,6193.8,35.5,0,0,0,0,0,0
M,299.0,306.5,1559,51.9,200,7.5,8480.5,30.01,0,0,0,0,0,0
M,299.8,309.4,1776,31.9,181,9.56,5941.3,55.59,0,0,0,0,0,0
L,302.4,311.2,1656,37.1,82,8.83,6437.3,44.61,0,0,0,0,0,0
M,303.6,314.1,1267,40.2,172,10.49,5330.0,31.54,0,0,0,0,0,0
M,302.8,312.6,1617,34.5,206,9.81,5842.2,46.87,0,0,0,0,0,0
L,301.7,311.1,1590,48.4,72,9.37,8057.2,32.86,0,0,0,0,0,0
L,298.0,310.6,1732,52.4,217,12.64,9500.7,33.07,1,1,0,1,1,0
H,299.2,310.2,1506,28.9,19,11.04,4564.8,52.03,0,0,0,0,0,0
M,300.4,311.5,1426,35.4,131,11.06,5289.2,40.26,0,0,0,0,0,0
L,298.7,310.9,1226,53.2,58,12.2,6836.0,23.03,0,0,0,0,0,0
L,301.2,312.0,1361,43.2,182,10.8,6161.5,31.48,0,0,0,0,0,0
L,301.4,310.7,1741,41.2,43,9.23,7506.4,42.29,0,0,0,0,0,0
L,301.1,310.2,1539,43.4,85,9.11,6996.5,35.45,0,0,0,0,0,0
M,302.1,313.0,1480,46.6,31,10.96,7215.9,31.79,0,0,0,0,0,0
L,298.2,306.1,1759,43.9,202,7.94,8084.9,40.08,0,0,0,0,0,0
M,301.9,311.8,1717,42.1,33,9.92,7576.2,40.75,0,0,0,0,0,0
M,298.6,306.4,1352,40.1,180,7.83,5676.8,33.72,1,0,1,0,0,0
L,298.1,308.2,1740,53.5,176,10.1,9745.1,32.53,1,0,0,1,0,0
L,301.1,311.9,1168,37.3,35,10.85,4566.8,31.28,0,0,0,0,0,0
L,302.4,312.7,1591,40.0,141,10.28,6666.4,39.76,0,0,0,0,0,0
M,301.0,311.9,1568,55.5,124,10.94,9116.4,28.24,1,0,0,1,0,0
L,300.0,312.0,1729,43.3,148,11.96,7832.2,39.97,0,0,0,0,0,0
M,300.6,310.5,1576,39.3,234,9.86,6491.6,40.07,1,1,0,0,0,0
M,300.3,313.1,1451,46.3,20,12.81,7036.3,31.33,0,0,0,0,0,0
L,297.7,308.0,1466,42.3,205,10.21,6489.7,34.68,0,0,0,0,0,0
H,297.5,308.5,2038,32.6,215,10.95,6959.3,62.5,0,0,0,0,0,0
H,299.8,309.2,1516,42.5,31,9.39,6739.3,35.71,0,0,0,0,0,0
L,300.2,311.8,1619,31.9,164,11.62,5410.5,50.73,0,0,0,0,0,0
L,300.0,311.1,1095,58.3,175,11.04,6681.5,18.79,0,0,0,0,0,0
H,301.4,312.8,1334,42.4,137,11.47,5921.4,31.47,0,0,0,0,0,0
H,299.6,309.6,1603,30.6,125,10.05,5139.7,52.35,0,0,0,0,0,0
L,301.1,309.9,1177,36.1,79,8.74,4446.3,32.63,0,0,0,0,0,0
L,299.7,310.2,1609,47.6,172,10.46,8019.6,33.81,0,0,0,0,0,0
L,303.6,311.9,1354,29.1,71,8.3,4124.5,46.55,1,0,1,0,0,0
H,300.2,309.8,1293,67.2,115,9.66,9099.7,19.24,1,0,0,1,0,0
L,304.7,314.9,1354,25.4,214,10.19,3608.2,53.21,0,0,0,0,0,0
L,300.7,313.1,1805,49.3,22,12.38,9310.4,36.64,1,0,0,1,0,0
M,299.6,309.9,1566,35.1,132,10.32,5761.6,44.57,0,0,0,0,0,0
L,298.2,308.3,1317,31.9,121,10.14,4401.1,41.27,0,0,0,0,0,0
M,297.1,307.1,1655,45.4,94,9.94,7864.4,36.47,0,0,0,0,0,0
L,298.0,306.7,1665,35.5,149,8.66,6182.8,46.95,0,0,0,0,0,0
M,298.2,308.3,1423,55.9,3,10.09,8332.3,25.45,0,0,0,0,0,0
L,300.8,310.9,1691,26.0,123,10.1,4601.8,65.07,0,0,0,0,0,0
M,298.9,308.0,1701,45.6,121,9.03,8126.7,37.28,0,0,0,0,0,0
M,300.4,309.2,1670,37.2,129,8.81,6514.0,44.83,0,0,0,0,0,0
L,302.6,312.1,1365,43.0,53,9.52,6141.2,31.77,0,0,0,0,0,0
L,299.8,309.9,1264,45.1,51,10.06,5975.1,28.0,0,0,0,0,0,0
L,304.2,313.7,1161,22.7,161,9.54,2757.9,51.18,1,0,0,1,0,0
L,297.6,306.6,1368,42.3,23,8.95,6065.5,32.31,0,0,0,0,0,0
M,299.7,310.0,1426,50.9,76,10.29,7599.5,28.02,0,0,0,0,0,0
M,298.9,309.5,1442,44.7,207,10.54,6744.5,32.29,0,0,0,0,0,0
L,301.9,312.0,1490,36.3,25,10.12,5665.9,41.03,0,0,0,0,0,0
M,295.5,305.0,1846,25.9,117,9.44,4999.4,71.38,0,0,0,0,0,0
M,297.1,307.7,1432,45.1,167,10.59,6760.1,31.77,0,0,0,0,0,0
M,299.8,309.6,1490,58.8,35,9.81,9168.6,25.36,1,0,0,1,0,0
L,303.1,311.9,1136,46.6,78,8.81,5545.8,24.37,0,0,0,0,0,0
L,300.5,311.5,1945,51.6,139,11.04,10505.2,37.71,1,0,0,1,0,0
L,297.3,307.7,1236,49.3,81,10.35,6385.0,25.06,0,0,0,0,0,0
L,297.6,307.5,1358,36.1,27,9.88,5129.4,37.65,0,0,0,0,0,0
L,303.3,311.8,1639,40.9,58,8.43,7020.7,40.07,0,0,0,0,0,0
L,298.8,308.0,1549,48.7,27,9.26,7897.3,31.82,0,0,0,0,0,0
L,298.1,310.1,1828,24.2,245,12.02,4633.1,75.53,1,1,0,0,0,0
M,303.0,311.4,1644,46.5,58,8.49,8008.4,35.34,0,0,0,0,0,0
L,302.0,311.8,1483,52.6,132,9.75,8167.1,28.2,0,0,0,0,0,0
L,302.5,312.5,1708,39.5,107,9.98,7062.6,43.26,0,0,0,0,0,0
L,298.1,308.4,1732,48.1,142,10.32,8731.4,35.98,0,0,0,0,0,0
L,296.9,305.5,1367,34.5,124,8.5,4932.5,39.67,1,0,1,0,0,0
L,300.3,310.4,1692,40.4,181,10.17,7155.2,41.9,0,0,0,0,0,0
L,300.7,309.0,1455,37.3,218,8.31,5678.6,39.04,0,0,0,0,0,0
L,300.7,310.8,1479,44.6,71,10.1,6907.4,33.16,0,0,0,0,0,0
L,303.0,312.3,1528,39.0,45,9.35,6233.2,39.23,0,0,0,0,0,0
L,296.5,305.7,1423,23.2,246,9.13,3462.9,61.24,1,1,0,1,0,0
L,301.7,312.6,1413,32.8,216,10.83,4856.2,43.05,0,0,0,0,0,0
M,297.8,307.6,1696,59.4,90,9.76,10554.2,28.54,1,0,0,1,0,0
L,301.7,312.2,1194,45.7,223,10.47,5711.0,26.14,1,1,0,0,0,0
L,299.1,309.6,1287,19.0,167,10.51,2563.5,67.66,1,0,0,1,0,0
L,298.4,309.6,1634,52.1,109,11.27,8911.2,31.38,0,0,0,0,0,0
L,298.8,307.6,1485,28.5,218,8.79,4427.6,52.16,1,1,0,0,0,0
L,297.1,308.0,1698,48.9,168,10.92,8701.1,34.7,0,0,0,0,0,0
L,300.1,310.1,1571,52.9,206,10.02,8706.5,29.69,0,0,0,0,0,0
M,298.5,308.1,1233,41.0,104,9.62,5296.1,30.06,0,0,0,0,0,0
L,301.6,310.4,1512,30.0,199,8.85,4755.0,50.35,0,0,0,0,0,0
L,301.3,311.9,1606,32.8,91,10.61,5524.4,48.89,0,0,0,0,0,0
M,303.4,312.5,1546,46.3,183,9.08,7494.6,33.4,0,0,0,0,0,0
H,300.7,311.3,1406,28.6,108,10.52,4217.6,49.08,0,0,0,0,0,0
L,301.0,313.0,1445,34.2,101,11.93,5172.3,42.27,0,0,0,0,0,0
L,302.8,313.8,1387,45.1,199,10.98,6554.8,30.73,0,0,0,0,0,0
L,298.7,310.1,1234,33.5,31,11.39,4327.5,36.85,0,0,0,0,0,0
L,297.0,306.3,1207,54.2,232,9.28,6851.7,22.27,1,1,0,0,1,0
L,300.4,311.2,1578,29.6,127,10.76,4894.5,53.28,0,0,0,0,0,0
L,297.2,306.0,1325,7.1,159,8.86,987.7,186.14,1,0,0,1,0,0
M,304.9,314.7,1615,32.2,101,9.77,5448.8,50.13,0,0,0,0,0,0
L,302.9,314.7,1380,43.1,161,11.74,6228.7,32.02,0,0,0,0,0,0
L,304.3,313.7,1237,48.6,177,9.39,6299.9,25.44,0,0,0,0,0,0
L,300.1,311.2,1418,35.9,217,11.11,5333.3,39.48,1,1,0,0,0,0
M,301.1,312.1,1918,37.2,213,11.02,7477.3,51.52,0,0,0,0,0,0
L,299.1,310.2,1480,39.7,89,11.07,6151.5,37.29,0,0,0,0,0,0
M,301.8,310.5,1629,57.4,153,8.73,9795.0,28.37,1,0,0,1,0,0
L,297.6,308.1,1533,43.8,195,10.53,7029.5,35.01,0,0,0,0,0,0
L,294.9,304.8,1218,35.1,191,9.84,4473.4,34.73,0,0,0,0,0,0
L,298.4,309.5,1789,60.5,222,11.09,11337.6,29.56,1,1,0,1,1,0
L,297.1,305.4,1450,40.1,207,8.34,6090.8,36.15,1,1,0,0,0,0
L,303.0,313.3,1237,19.2,179,10.37,2493.2,64.27,1,0,0,1,0,0
L,303.6,313.9,1397,26.1,187,10.23,3822.9,53.46,0,0,0,0,0,0
L,297.2,305.2,1458,45.6,201,8.01,6959.6,31.99,0,0,0,0,0,0
M,302.6,311.7,1649,22.2,209,9.11,3838.3,74.19,1,1,0,0,0,0
L,301.9,310.1,1363,45.0,88,8.17,6420.2,30.3,1,0,1,0,0,0
L,296.9,306.1,2024,32.2,195,9.27,6824.9,62.86,0,0,0,0,0,0
L,299.2,309.8,1312,51.8,237,10.55,7113.8,25.34,1,1,0,0,1,0
M,298.8,309.0,1622,41.7,58,10.2,7078.7,38.92,0,0,0,0,0,0
H,301.5,311.7,1105,23.6,12,10.17,2734.3,46.76,1,0,0,1,0,0
L,297.5,306.5,1475,49.1,18,8.96,7590.6,30.01,0,0,0,0,0,0
L,299.8,310.9,1573,53.6,54,11.12,8835.1,29.33,0,0,0,0,0,0
L,298.6,308.6,1276,27.2,229,9.98,3638.8,46.86,1,1,0,0,0,0
H,300.9,311.0,1799,32.0,31,10.03,6023.3,56.27,0,0,0,0,0,0
M,299.6,310.5,1586,45.0,186,10.94,7477.8,35.23,0,0,0,0,0,0
L,298.9,307.9,1436,46.8,216,9.01,7040.2,30.67,0,0,0,0,0,0
L,299.6,309.8,1584,63.5,219,10.23,10538.5,24.93,1,1,0,1,1,0
L,304.1,314.5,1381,48.9,104,10.42,7073.1,28.24,0,0,0,0,0,0
L,299.2,308.6,1750,64.0,123,9.45,11730.0,27.34,1,0,0,1,0,0
M,297.9,308.6,1703,40.2,80,10.65,7168.1,42.37,0,0,0,0,0,0
L,301.2,311.6,1574,43.8,36,10.48,7225.5,35.91,0,0,0,0,0,0
L,299.7,309.6,1622,34.3,53,9.9,5829.2,47.26,0,0,0,0,0,0
M,297.2,307.0,1204,34.8,33,9.87,4384.4,34.62,0,0,0,0,0,0
M,304.5,315.0,1793,41.5,101,10.52,7786.7,43.24,0,0,0,0,0,0
L,299.3,310.1,1480,34.2,42,10.79,5296.6,43.31,0,0,0,0,0,0
M,299.2,309.3,1705,14.4,100,10.06,2563.8,118.74,1,0,0,1,0,0
L,300.3,311.4,1649,33.3,212,11.12,5755.9,49.47,0,0,0,0,0,0
M,303.5,314.1,1701,50.8,163,10.66,9043.0,33.51,1,0,0,1,0,0
M,296.6,304.9,1290,40.7,165,8.21,5501.9,31.67,1,0,1,0,0,0
L,300.6,309.1,1315,40.8,202,8.6,5616.2,32.24,1,0,1,0,0,0
M,304.2,315.4,1949,32.4,10,11.18,6605.8,60.22,0,0,0,0,0,0
M,300.3,310.0,1196,43.3,198,9.75,5426.8,27.6,0,0,0,0,0,0
L,297.5,307.7,1280,56.6,49,10.16,7584.9,22.62,0,0,0,0,0,0
L,298.8,309.9,1508,54.0,86,11.14,8528.7,27.92,0,0,0,0,0,0
M,300.4,310.4,1508,43.7,77,9.99,6894.5,34.54,0,0,0,0,0,0
L,302.7,312.7,1391,31.5,26,10.04,4583.0,44.21,0,0,0,0,0,0
L,299.3,308.5,1623,57.7,43,9.13,9801.9,28.14,1,0,0,1,0,0
M,301.7,312.0,1680,50.6,239,10.37,8900.7,33.21,1,1,0,0,1,0
M,297.1,307.7,1496,25.2,150,10.59,3946.5,59.38,0,0,0,0,0,0
L,297.1,306.5,1446,22.4,118,9.42,3396.8,64.46,1,0,0,1,0,0
L,299.0,308.1,1495,25.7,189,9.08,4030.6,58.07,0,0,0,0,0,0
L,302.9,315.5,1400,35.1,203,12.63,5140.6,39.93,0,0,0,0,0,0
L,300.1,310.0,1160,49.0,27,9.91,5954.4,23.66,0,0,0,0,0,0
L,300.6,309.9,1560,48.8,185,9.32,7968.8,31.98,0,0,0,0,0,0
M,300.6,311.3,1653,43.4,233,10.71,7513.9,38.08,1,1,0,0,0,0
L,302.2,312.2,1469,38.6,146,9.95,5937.3,38.06,0,0,0,0,0,0
L,298.8,307.7,1046,63.7,153,8.91,6978.9,16.42,0,0,0,0,0,0
L,301.4,311.9,1385,40.3,217,10.48,5850.8,34.33,1,1,0,0,0,0
H,298.3,307.5,1681,39.1,169,9.15,6888.2,42.96,0,0,0,0,0,0
L,304.0,315.5,1212,34.9,248,11.58,4432.6,34.7,1,1,0,0,0,0
L,298.4,308.9,1639,62.1,70,10.49,10662.0,26.38,1,0,0,1,0,0
L,298.2,308.0,1410,47.2,211,9.72,6970.6,29.87,0,0,0,0,0,0
L,301.1,311.2,1496,29.7,153,10.11,4645.8,50.45,0,0,0,0,0,0
L,300.2,311.1,1362,28.5,91,10.9,4060.7,47.84,0,0,0,0,0,0
L,300.7,310.8,1272,23.2,220,10.19,3090.3,54.83,1,0,0,1,0,0
L,300.5,312.6,1786,39.0,249,12.12,7300.2,45.76,1,1,0,0,0,0
L,297.8,309.0,1663,25.0,14,11.14,4356.4,66.48,0,0,0,0,0,0
L,303.2,313.7,1628,28.3,231,10.49,4828.8,57.48,1,1,0,0,0,0
L,301.8,310.9,1681,50.7,50,9.06,8922.0,33.17,0,0,0,0,0,0
L,302.7,312.6,1600,48.9,51,9.85,8194.9,32.71,0,0,0,0,0,0
L,298.9,309.4,1688,54.9,10,10.48,9707.0,30.74,1,0,0,1,0,0
L,300.8,310.0,1367,25.3,230,9.18,3621.3,54.04,1,1,0,0,0,0
L,300.4,311.7,1775,30.0,189,11.29,5572.0,59.21,0,0,0,0,0,0
M,302.3,311.3,1757,33.7,13,9.03,6203.2,52.11,0,0,0,0,0,0
L,302.3,311.7,1576,56.4,158,9.36,9308.3,27.94,1,0,0,1,0,0
L,300.4,309.8,1442,40.6,30,9.44,6135.2,35.49,0,0,0,0,0,0
L,297.0,307.7,1255,58.2,187,10.74,7651.5,21.56,0,0,0,0,0,0
H,303.6,312.8,1545,46.3,102,9.2,7486.8,33.39,0,0,0,0,0,0
M,301.1,309.3,1836,38.9,12,8.2,7474.5,47.23,0,0,0,0,0,0
L,298.8,309.9,1267,45.7,207,11.09,6068.6,27.7,0,0,0,0,0,0
L,300.8,310.4,1703,22.7,143,9.56,4049.4,75.0,0,0,0,0,0,0
L,297.0,305.9,1405,19.5,193,8.93,2862.8,72.21,1,0,0,1,0,0
L,302.1,311.4,1422,42.6,168,9.25,6342.5,33.39,0,0,0,0,0,0
L,297.1,308.8,1264,40.1,108,11.72,5313.7,31.49,0,0,0,0,0,0
M,299.6,308.9,1349,59.3,174,9.34,8382.2,22.73,0,0,0,0,0,0
L,300.5,310.4,1629,26.2,3,9.88,4471.2,62.15,0,0,0,0,0,0
M,302.1,311.6,1654,43.7,84,9.55,7573.4,37.83,0,0,0,0,0,0
